name,cal,pro,carb,fat,category
炸蝦天婦羅 (小盒),232.5,11.2,15.0,15.0,日式
炸蝦天婦羅 (中盒),310.0,15.0,20.0,20.0,日式
炸蝦天婦羅 (大盒),434.0,21.0,28.0,28.0,日式
炸蝦天婦羅 (100g),310.0,15.0,20.0,20.0,日式
炸蝦天婦羅 (150g),465.0,22.5,30.0,30.0,日式
炸蝦天婦羅 (200g),620.0,30.0,40.0,40.0,日式
炸蝦天婦羅 (250g),775.0,37.5,50.0,50.0,日式
炸蝦天婦羅 (300g),930.0,45.0,60.0,60.0,日式
大阪燒 (半份),250.0,9.0,25.0,12.5,日式
大阪燒 (小份),375.0,13.5,37.5,18.8,日式
大阪燒 (1份),500.0,18.0,50.0,25.0,日式
大阪燒 (1.25份),625.0,22.5,62.5,31.2,日式
大阪燒 (1.5份),750.0,27.0,75.0,37.5,日式
大阪燒 (2份),1000.0,36.0,100.0,50.0,日式
大阪燒 (2.5份),1250.0,45.0,125.0,62.5,日式
大阪燒 (3份),1500.0,54.0,150.0,75.0,日式
大阪燒 (小碗),375.0,13.5,37.5,18.8,日式
大阪燒 (中碗),500.0,18.0,50.0,25.0,日式
大阪燒 (大碗),675.0,24.3,67.5,33.8,日式
大阪燒 (小杯),375.0,13.5,37.5,18.8,日式
大阪燒 (中杯),500.0,18.0,50.0,25.0,日式
大阪燒 (大杯),700.0,25.2,70.0,35.0,日式
大阪燒 (小盒),375.0,13.5,37.5,18.8,日式
大阪燒 (中盒),500.0,18.0,50.0,25.0,日式
大阪燒 (大盒),700.0,25.2,70.0,35.0,日式
大阪燒 (100g),500.0,18.0,50.0,25.0,日式
大阪燒 (150g),750.0,27.0,75.0,37.5,日式
大阪燒 (200g),1000.0,36.0,100.0,50.0,日式
大阪燒 (250g),1250.0,45.0,125.0,62.5,日式
大阪燒 (300g),1500.0,54.0,150.0,75.0,日式
章魚燒 (半份),180.0,7.0,22.0,7.0,日式
章魚燒 (小份),270.0,10.5,33.0,10.5,日式
章魚燒 (1份),360.0,14.0,44.0,14.0,日式
章魚燒 (1.25份),450.0,17.5,55.0,17.5,日式
章魚燒 (1.5份),540.0,21.0,66.0,21.0,日式
章魚燒 (2份),720.0,28.0,88.0,28.0,日式
章魚燒 (2.5份),900.0,35.0,110.0,35.0,日式
章魚燒 (3份),1080.0,42.0,132.0,42.0,日式
章魚燒 (小碗),270.0,10.5,33.0,10.5,日式
章魚燒 (中碗),360.0,14.0,44.0,14.0,日式
章魚燒 (大碗),486.0,18.9,59.4,18.9,日式
章魚燒 (小杯),270.0,10.5,33.0,10.5,日式
章魚燒 (中杯),360.0,14.0,44.0,14.0,日式
章魚燒 (大杯),504.0,19.6,61.6,19.6,日式
章魚燒 (小盒),270.0,10.5,33.0,10.5,日式
章魚燒 (中盒),360.0,14.0,44.0,14.0,日式
章魚燒 (大盒),504.0,19.6,61.6,19.6,日式
章魚燒 (100g),360.0,14.0,44.0,14.0,日式
章魚燒 (150g),540.0,21.0,66.0,21.0,日式
章魚燒 (200g),720.0,28.0,88.0,28.0,日式
章魚燒 (250g),900.0,35.0,110.0,35.0,日式
章魚燒 (300g),1080.0,42.0,132.0,42.0,日式
洋菇 (半份),11.0,1.6,1.6,0.1,蔬菜
洋菇 (小份),16.5,2.3,2.5,0.2,蔬菜
洋菇 (1份),22.0,3.1,3.3,0.3,蔬菜
洋菇 (1.25份),27.5,3.9,4.1,0.4,蔬菜
洋菇 (1.5份),33.0,4.7,4.9,0.4,蔬菜
洋菇 (2份),44.0,6.2,6.6,0.6,蔬菜
洋菇 (2.5份),55.0,7.8,8.2,0.8,蔬菜
洋菇 (3份),66.0,9.3,9.9,0.9,蔬菜
洋菇 (小碗),16.5,2.3,2.5,0.2,蔬菜
洋菇 (中碗),22.0,3.1,3.3,0.3,蔬菜
洋菇 (大碗),29.7,4.2,4.5,0.4,蔬菜
洋菇 (小杯),16.5,2.3,2.5,0.2,蔬菜
洋菇 (中杯),22.0,3.1,3.3,0.3,蔬菜
洋菇 (大杯),30.8,4.3,4.6,0.4,蔬菜
洋菇 (小盒),16.5,2.3,2.5,0.2,蔬菜
洋菇 (中盒),22.0,3.1,3.3,0.3,蔬菜
洋菇 (大盒),30.8,4.3,4.6,0.4,蔬菜
洋菇 (100g),22.0,3.1,3.3,0.3,蔬菜
洋菇 (150g),33.0,4.7,4.9,0.4,蔬菜
洋菇 (200g),44.0,6.2,6.6,0.6,蔬菜
洋菇 (250g),55.0,7.8,8.2,0.8,蔬菜
洋菇 (300g),66.0,9.3,9.9,0.9,蔬菜
甜椒 (半份),15.5,0.5,3.0,0.1,蔬菜
甜椒 (小份),23.2,0.8,4.5,0.2,蔬菜
甜椒 (1份),31.0,1.0,6.0,0.3,蔬菜
甜椒 (1.25份),38.8,1.2,7.5,0.4,蔬菜
甜椒 (1.5份),46.5,1.5,9.0,0.4,蔬菜
甜椒 (2份),62.0,2.0,12.0,0.6,蔬菜
甜椒 (2.5份),77.5,2.5,15.0,0.8,蔬菜
甜椒 (3份),93.0,3.0,18.0,0.9,蔬菜
甜椒 (小碗),23.2,0.8,4.5,0.2,蔬菜
甜椒 (中碗),31.0,1.0,6.0,0.3,蔬菜
甜椒 (大碗),41.9,1.4,8.1,0.4,蔬菜
甜椒 (小杯),23.2,0.8,4.5,0.2,蔬菜
甜椒 (中杯),31.0,1.0,6.0,0.3,蔬菜
甜椒 (大杯),43.4,1.4,8.4,0.4,蔬菜
甜椒 (小盒),23.2,0.8,4.5,0.2,蔬菜
甜椒 (中盒),31.0,1.0,6.0,0.3,蔬菜
甜椒 (大盒),43.4,1.4,8.4,0.4,蔬菜
甜椒 (100g),31.0,1.0,6.0,0.3,蔬菜
甜椒 (150g),46.5,1.5,9.0,0.4,蔬菜
甜椒 (200g),62.0,2.0,12.0,0.6,蔬菜
甜椒 (250g),77.5,2.5,15.0,0.8,蔬菜
甜椒 (300g),93.0,3.0,18.0,0.9,蔬菜
茄子 (半份),12.5,0.5,3.0,0.1,蔬菜
茄子 (小份),18.8,0.8,4.5,0.2,蔬菜
茄子 (1份),25.0,1.0,6.0,0.2,蔬菜
茄子 (1.25份),31.2,1.2,7.5,0.2,蔬菜
茄子 (1.5份),37.5,1.5,9.0,0.3,蔬菜
茄子 (2份),50.0,2.0,12.0,0.4,蔬菜
茄子 (2.5份),62.5,2.5,15.0,0.5,蔬菜
茄子 (3份),75.0,3.0,18.0,0.6,蔬菜
茄子 (小碗),18.8,0.8,4.5,0.2,蔬菜
茄子 (中碗),25.0,1.0,6.0,0.2,蔬菜
茄子 (大碗),33.8,1.4,8.1,0.3,蔬菜
茄子 (小杯),18.8,0.8,4.5,0.2,蔬菜
茄子 (中杯),25.0,1.0,6.0,0.2,蔬菜
茄子 (大杯),35.0,1.4,8.4,0.3,蔬菜
茄子 (小盒),18.8,0.8,4.5,0.2,蔬菜
茄子 (中盒),25.0,1.0,6.0,0.2,蔬菜
茄子 (大盒),35.0,1.4,8.4,0.3,蔬菜
茄子 (100g),25.0,1.0,6.0,0.2,蔬菜
茄子 (150g),37.5,1.5,9.0,0.3,蔬菜
茄子 (200g),50.0,2.0,12.0,0.4,蔬菜
茄子 (250g),62.5,2.5,15.0,0.5,蔬菜
茄子 (300g),75.0,3.0,18.0,0.6,蔬菜
絲瓜 (半份),10.0,0.6,2.0,0.1,蔬菜
絲瓜 (小份),15.0,0.9,3.0,0.2,蔬菜
絲瓜 (1份),20.0,1.2,4.0,0.2,蔬菜
絲瓜 (1.25份),25.0,1.5,5.0,0.2,蔬菜
絲瓜 (1.5份),30.0,1.8,6.0,0.3,蔬菜
絲瓜 (2份),40.0,2.4,8.0,0.4,蔬菜
絲瓜 (2.5份),50.0,3.0,10.0,0.5,蔬菜
絲瓜 (3份),60.0,3.6,12.0,0.6,蔬菜
絲瓜 (小碗),15.0,0.9,3.0,0.2,蔬菜
絲瓜 (中碗),20.0,1.2,4.0,0.2,蔬菜
絲瓜 (大碗),27.0,1.6,5.4,0.3,蔬菜
絲瓜 (小杯),15.0,0.9,3.0,0.2,蔬菜
絲瓜 (中杯),20.0,1.2,4.0,0.2,蔬菜
絲瓜 (大杯),28.0,1.7,5.6,0.3,蔬菜
絲瓜 (小盒),15.0,0.9,3.0,0.2,蔬菜
絲瓜 (中盒),20.0,1.2,4.0,0.2,蔬菜
絲瓜 (大盒),28.0,1.7,5.6,0.3,蔬菜
絲瓜 (100g),20.0,1.2,4.0,0.2,蔬菜
絲瓜 (150g),30.0,1.8,6.0,0.3,蔬菜
絲瓜 (200g),40.0,2.4,8.0,0.4,蔬菜
絲瓜 (250g),50.0,3.0,10.0,0.5,蔬菜
絲瓜 (300g),60.0,3.6,12.0,0.6,蔬菜
苦瓜 (半份),8.5,0.5,2.0,0.1,蔬菜
苦瓜 (小份),12.8,0.8,3.0,0.2,蔬菜
苦瓜 (1份),17.0,1.0,4.0,0.2,蔬菜
苦瓜 (1.25份),21.2,1.2,5.0,0.2,蔬菜
苦瓜 (1.5份),25.5,1.5,6.0,0.3,蔬菜
苦瓜 (2份),34.0,2.0,8.0,0.4,蔬菜
苦瓜 (2.5份),42.5,2.5,10.0,0.5,蔬菜
苦瓜 (3份),51.0,3.0,12.0,0.6,蔬菜
苦瓜 (小碗),12.8,0.8,3.0,0.2,蔬菜
苦瓜 (中碗),17.0,1.0,4.0,0.2,蔬菜
苦瓜 (大碗),23.0,1.4,5.4,0.3,蔬菜
苦瓜 (小杯),12.8,0.8,3.0,0.2,蔬菜
苦瓜 (中杯),17.0,1.0,4.0,0.2,蔬菜
苦瓜 (大杯),23.8,1.4,5.6,0.3,蔬菜
苦瓜 (小盒),12.8,0.8,3.0,0.2,蔬菜
苦瓜 (中盒),17.0,1.0,4.0,0.2,蔬菜
苦瓜 (大盒),23.8,1.4,5.6,0.3,蔬菜
苦瓜 (100g),17.0,1.0,4.0,0.2,蔬菜
苦瓜 (150g),25.5,1.5,6.0,0.3,蔬菜
苦瓜 (200g),34.0,2.0,8.0,0.4,蔬菜
苦瓜 (250g),42.5,2.5,10.0,0.5,蔬菜
苦瓜 (300g),51.0,3.0,12.0,0.6,蔬菜
冬瓜 (半份),6.5,0.2,1.5,0.1,蔬菜
冬瓜 (小份),9.8,0.3,2.2,0.2,蔬菜
冬瓜 (1份),13.0,0.4,3.0,0.2,蔬菜
冬瓜 (1.25份),16.2,0.5,3.8,0.2,蔬菜
冬瓜 (1.5份),19.5,0.6,4.5,0.3,蔬菜
冬瓜 (2份),26.0,0.8,6.0,0.4,蔬菜
冬瓜 (2.5份),32.5,1.0,7.5,0.5,蔬菜
冬瓜 (3份),39.0,1.2,9.0,0.6,蔬菜
冬瓜 (小碗),9.8,0.3,2.2,0.2,蔬菜
冬瓜 (中碗),13.0,0.4,3.0,0.2,蔬菜
冬瓜 (大碗),17.6,0.5,4.1,0.3,蔬菜
冬瓜 (小杯),9.8,0.3,2.2,0.2,蔬菜
冬瓜 (中杯),13.0,0.4,3.0,0.2,蔬菜
冬瓜 (大杯),18.2,0.6,4.2,0.3,蔬菜
冬瓜 (小盒),9.8,0.3,2.2,0.2,蔬菜
冬瓜 (中盒),13.0,0.4,3.0,0.2,蔬菜
冬瓜 (大盒),18.2,0.6,4.2,0.3,蔬菜
冬瓜 (100g),13.0,0.4,3.0,0.2,蔬菜
冬瓜 (150g),19.5,0.6,4.5,0.3,蔬菜
冬瓜 (200g),26.0,0.8,6.0,0.4,蔬菜
冬瓜 (250g),32.5,1.0,7.5,0.5,蔬菜
冬瓜 (300g),39.0,1.2,9.0,0.6,蔬菜
白蘿蔔 (半份),9.0,0.3,2.0,0.1,蔬菜
白蘿蔔 (小份),13.5,0.4,3.0,0.1,蔬菜
白蘿蔔 (1份),18.0,0.6,4.0,0.1,蔬菜
白蘿蔔 (1.25份),22.5,0.8,5.0,0.1,蔬菜
白蘿蔔 (1.5份),27.0,0.9,6.0,0.2,蔬菜
白蘿蔔 (2份),36.0,1.2,8.0,0.2,蔬菜
白蘿蔔 (2.5份),45.0,1.5,10.0,0.2,蔬菜
白蘿蔔 (3份),54.0,1.8,12.0,0.3,蔬菜
白蘿蔔 (小碗),13.5,0.4,3.0,0.1,蔬菜
白蘿蔔 (中碗),18.0,0.6,4.0,0.1,蔬菜
白蘿蔔 (大碗),24.3,0.8,5.4,0.1,蔬菜
白蘿蔔 (小杯),13.5,0.4,3.0,0.1,蔬菜
白蘿蔔 (中杯),18.0,0.6,4.0,0.1,蔬菜
白蘿蔔 (大杯),25.2,0.8,5.6,0.1,蔬菜
白蘿蔔 (小盒),13.5,0.4,3.0,0.1,蔬菜
白蘿蔔 (中盒),18.0,0.6,4.0,0.1,蔬菜
白蘿蔔 (大盒),25.2,0.8,5.6,0.1,蔬菜
白蘿蔔 (100g),18.0,0.6,4.0,0.1,蔬菜
白蘿蔔 (150g),27.0,0.9,6.0,0.2,蔬菜
白蘿蔔 (200g),36.0,1.2,8.0,0.2,蔬菜
白蘿蔔 (250g),45.0,1.5,10.0,0.2,蔬菜
白蘿蔔 (300g),54.0,1.8,12.0,0.3,蔬菜
秋葵 (半份),16.5,0.9,3.5,0.1,蔬菜
秋葵 (小份),24.8,1.4,5.2,0.2,蔬菜
秋葵 (1份),33.0,1.9,7.0,0.2,蔬菜
秋葵 (1.25份),41.2,2.4,8.8,0.2,蔬菜
秋葵 (1.5份),49.5,2.8,10.5,0.3,蔬菜
秋葵 (2份),66.0,3.8,14.0,0.4,蔬菜
秋葵 (2.5份),82.5,4.8,17.5,0.5,蔬菜
秋葵 (3份),99.0,5.7,21.0,0.6,蔬菜
秋葵 (小碗),24.8,1.4,5.2,0.2,蔬菜
秋葵 (中碗),33.0,1.9,7.0,0.2,蔬菜
秋葵 (大碗),44.6,2.6,9.5,0.3,蔬菜
秋葵 (小杯),24.8,1.4,5.2,0.2,蔬菜
秋葵 (中杯),33.0,1.9,7.0,0.2,蔬菜
秋葵 (大杯),46.2,2.7,9.8,0.3,蔬菜
秋葵 (小盒),24.8,1.4,5.2,0.2,蔬菜
秋葵 (中盒),33.0,1.9,7.0,0.2,蔬菜
秋葵 (大盒),46.2,2.7,9.8,0.3,蔬菜
秋葵 (100g),33.0,1.9,7.0,0.2,蔬菜
秋葵 (150g),49.5,2.8,10.5,0.3,蔬菜
秋葵 (200g),66.0,3.8,14.0,0.4,蔬菜
秋葵 (250g),82.5,4.8,17.5,0.5,蔬菜
秋葵 (300g),99.0,5.7,21.0,0.6,蔬菜
竹筍 (半份),13.5,1.3,2.5,0.1,蔬菜
竹筍 (小份),20.2,2.0,3.8,0.2,蔬菜
竹筍 (1份),27.0,2.6,5.0,0.3,蔬菜
竹筍 (1.25份),33.8,3.2,6.2,0.4,蔬菜
竹筍 (1.5份),40.5,3.9,7.5,0.4,蔬菜
竹筍 (2份),54.0,5.2,10.0,0.6,蔬菜
竹筍 (2.5份),67.5,6.5,12.5,0.8,蔬菜
竹筍 (3份),81.0,7.8,15.0,0.9,蔬菜
竹筍 (小碗),20.2,2.0,3.8,0.2,蔬菜
竹筍 (中碗),27.0,2.6,5.0,0.3,蔬菜
竹筍 (大碗),36.5,3.5,6.8,0.4,蔬菜
竹筍 (小杯),20.2,2.0,3.8,0.2,蔬菜
竹筍 (中杯),27.0,2.6,5.0,0.3,蔬菜
竹筍 (大杯),37.8,3.6,7.0,0.4,蔬菜
竹筍 (小盒),20.2,2.0,3.8,0.2,蔬菜
竹筍 (中盒),27.0,2.6,5.0,0.3,蔬菜
竹筍 (大盒),37.8,3.6,7.0,0.4,蔬菜
竹筍 (100g),27.0,2.6,5.0,0.3,蔬菜
竹筍 (150g),40.5,3.9,7.5,0.4,蔬菜
竹筍 (200g),54.0,5.2,10.0,0.6,蔬菜
竹筍 (250g),67.5,6.5,12.5,0.8,蔬菜
竹筍 (300g),81.0,7.8,15.0,0.9,蔬菜
豆芽菜 (半份),15.0,1.5,3.0,0.1,蔬菜
豆芽菜 (小份),22.5,2.2,4.5,0.2,蔬菜
豆芽菜 (1份),30.0,3.0,6.0,0.2,蔬菜
豆芽菜 (1.25份),37.5,3.8,7.5,0.2,蔬菜
豆芽菜 (1.5份),45.0,4.5,9.0,0.3,蔬菜
豆芽菜 (2份),60.0,6.0,12.0,0.4,蔬菜
豆芽菜 (2.5份),75.0,7.5,15.0,0.5,蔬菜
豆芽菜 (3份),90.0,9.0,18.0,0.6,蔬菜
豆芽菜 (小碗),22.5,2.2,4.5,0.2,蔬菜
豆芽菜 (中碗),30.0,3.0,6.0,0.2,蔬菜
豆芽菜 (大碗),40.5,4.1,8.1,0.3,蔬菜
豆芽菜 (小杯),22.5,2.2,4.5,0.2,蔬菜
豆芽菜 (中杯),30.0,3.0,6.0,0.2,蔬菜
豆芽菜 (大杯),42.0,4.2,8.4,0.3,蔬菜
豆芽菜 (小盒),22.5,2.2,4.5,0.2,蔬菜
豆芽菜 (中盒),30.0,3.0,6.0,0.2,蔬菜
豆芽菜 (大盒),42.0,4.2,8.4,0.3,蔬菜
豆芽菜 (100g),30.0,3.0,6.0,0.2,蔬菜
豆芽菜 (150g),45.0,4.5,9.0,0.3,蔬菜
豆芽菜 (200g),60.0,6.0,12.0,0.4,蔬菜
豆芽菜 (250g),75.0,7.5,15.0,0.5,蔬菜
豆芽菜 (300g),90.0,9.0,18.0,0.6,蔬菜
海帶芽 (半份),22.5,1.5,4.5,0.3,蔬菜
海帶芽 (小份),33.8,2.2,6.8,0.4,蔬菜
海帶芽 (1份),45.0,3.0,9.0,0.6,蔬菜
海帶芽 (1.25份),56.2,3.8,11.2,0.8,蔬菜
海帶芽 (1.5份),67.5,4.5,13.5,0.9,蔬菜
海帶芽 (2份),90.0,6.0,18.0,1.2,蔬菜
海帶芽 (2.5份),112.5,7.5,22.5,1.5,蔬菜
海帶芽 (3份),135.0,9.0,27.0,1.8,蔬菜
海帶芽 (小碗),33.8,2.2,6.8,0.4,蔬菜
海帶芽 (中碗),45.0,3.0,9.0,0.6,蔬菜
海帶芽 (大碗),60.8,4.1,12.2,0.8,蔬菜
海帶芽 (小杯),33.8,2.2,6.8,0.4,蔬菜
海帶芽 (中杯),45.0,3.0,9.0,0.6,蔬菜
海帶芽 (大杯),63.0,4.2,12.6,0.8,蔬菜
海帶芽 (小盒),33.8,2.2,6.8,0.4,蔬菜
海帶芽 (中盒),45.0,3.0,9.0,0.6,蔬菜
海帶芽 (大盒),63.0,4.2,12.6,0.8,蔬菜
海帶芽 (100g),45.0,3.0,9.0,0.6,蔬菜
海帶芽 (150g),67.5,4.5,13.5,0.9,蔬菜
海帶芽 (200g),90.0,6.0,18.0,1.2,蔬菜
海帶芽 (250g),112.5,7.5,22.5,1.5,蔬菜
海帶芽 (300g),135.0,9.0,27.0,1.8,蔬菜
原味白吐司 (0.6份),159.0,5.4,29.4,1.9,早餐/主食
原味全麥吐司 (0.7份),172.9,9.1,28.7,2.9,早餐/主食
原味可頌 (0.8份),324.8,6.4,36.0,16.8,早餐/烘焙
原味火腿起司蛋吐司 (0.9份),387.0,19.8,34.2,19.8,早餐
原味鮪魚蛋吐司 (1.0份),410.0,24.0,36.0,20.0,早餐
原味培根蛋吐司 (1.1份),506.0,22.0,38.5,29.7,早餐
原味總匯三明治 (1.2份),624.0,28.8,52.8,32.4,早餐
原味鮪魚三明治 (1.3份),507.0,28.6,54.6,20.8,早餐
原味雞肉三明治 (1.4份),504.0,35.0,53.2,18.2,早餐
原味火腿三明治 (1.5份),525.0,27.0,60.0,21.0,早餐
原味起司蛋餅 (1.6份),624.0,25.6,57.6,33.6,早餐
原味培根蛋餅 (1.7份),731.0,30.6,61.2,42.5,早餐
原味玉米蛋餅 (1.8份),648.0,23.4,77.4,28.8,早餐
原味鮪魚蛋餅 (1.9份),779.0,38.0,70.3,41.8,早餐
原味蘿蔔糕加蛋 (2.0份),600.0,20.0,68.0,28.0,早餐
原味法國吐司 (0.6份),192.0,6.6,25.2,7.2,早餐
原味美式早餐盤 (0.7份),455.0,19.6,31.5,27.3,早餐
原味燕麥粥 (0.8份),176.0,6.4,28.8,4.8,早餐
原味水果燕麥優格 (0.9份),252.0,10.8,38.7,6.3,早餐
原味優格 (1.0份),120.0,7.0,14.0,4.0,乳品
原味希臘優格 (1.1份),154.0,13.2,8.8,6.6,乳品
原味低脂鮮奶 (1.2份),126.0,9.6,14.4,3.6,乳品
原味全脂鮮奶 (1.3份),195.0,10.4,15.6,10.4,乳品
原味無糖優格 (1.4份),133.0,12.6,8.4,5.6,乳品
原味豆漿 (1.5份),255.0,18.0,15.0,10.5,飲品
原味黑豆漿 (1.6份),288.0,20.8,16.0,11.2,飲品
原味燕麥奶 (1.7份),204.0,5.1,27.2,8.5,飲品
原味杏仁奶 (1.8份),72.0,1.8,3.6,5.4,飲品
原味綠豆漿 (1.9份),361.0,20.9,47.5,9.5,飲品
原味紅茶 (2.0份),10.0,0.0,2.0,0.0,飲品
原味綠茶 (0.6份),1.2,0.0,0.0,0.0,飲品
原味烏龍茶 (0.7份),1.4,0.0,0.0,0.0,飲品
原味無糖綠茶 (0.8份),1.6,0.0,0.0,0.0,飲品
原味檸檬紅茶 (0.9份),90.0,0.0,22.5,0.0,飲品
原味可樂 (1.0份),140.0,0.0,39.0,0.0,飲品
原味汽水 (1.1份),154.0,0.0,42.9,0.0,飲品
原味運動飲料 (1.2份),144.0,0.0,36.0,0.0,飲品
原味無糖氣泡水 (1.3份),0.0,0.0,0.0,0.0,飲品
原味巧克力牛奶 (1.4份),266.0,9.8,42.0,7.0,飲品
原味香蕉牛奶 (1.5份),315.0,10.5,51.0,7.5,飲品
原味抹茶拿鐵 (1.6份),352.0,11.2,43.2,14.4,飲品
原味摩卡 (1.7份),442.0,13.6,54.4,18.7,飲品
原味卡布奇諾 (1.8份),216.0,10.8,18.0,10.8,飲品
原味焦糖瑪奇朵 (1.9份),475.0,13.3,64.6,19.0,飲品
原味可可 (2.0份),420.0,14.0,60.0,14.0,飲品
原味水果茶 (0.6份),96.0,0.0,22.8,0.0,飲品
原味奶茶 (0.7份),154.0,3.5,22.4,5.6,飲品
原味冬瓜茶 (0.8份),120.0,0.0,29.6,0.0,飲品
原味檸檬汁 (0.9份),54.0,0.0,13.5,0.0,飲品
原味白飯 (1.0份),280.0,5.4,61.0,0.6,主食
原味紫米飯 (1.1份),297.0,6.6,63.8,1.3,主食
原味五穀飯 (1.2份),306.0,7.2,63.6,2.4,主食
原味藜麥飯 (1.3份),325.0,10.4,59.8,5.2,主食
原味燕麥飯 (1.4份),343.0,8.4,63.0,4.9,主食
原味玉米 (1.5份),180.0,6.0,40.5,3.0,主食
原味南瓜 (1.6份),112.0,3.2,25.6,0.3,蔬菜
原味馬鈴薯 (1.7份),221.0,5.1,51.0,0.3,主食
原味山藥 (1.8份),216.0,5.4,48.6,0.4,主食
原味芋頭 (1.9份),247.0,3.8,57.0,0.4,主食
原味冬粉 (2.0份),340.0,0.0,84.0,0.0,主食
原味烏龍麵 (0.6份),162.0,5.4,33.6,0.6,麵食
原味拉麵 (0.7份),301.0,10.5,45.5,8.4,麵食
原味蕎麥麵 (0.8份),240.0,10.4,44.8,1.6,麵食
原味米粉 (0.9份),315.0,5.4,72.0,0.9,麵食
原味意麵 (1.0份),380.0,11.0,66.0,9.0,麵食
原味炒飯 (1.1份),682.0,18.7,90.2,24.2,主餐
原味蛋炒飯 (1.2份),696.0,21.6,93.6,24.0,主餐
原味肉絲炒飯 (1.3份),845.0,31.2,104.0,32.5,主餐
原味蝦仁炒飯 (1.4份),868.0,35.0,109.2,30.8,主餐
原味炒麵 (1.5份),825.0,25.5,102.0,34.5,主餐
原味炒烏龍 (1.6份),896.0,28.8,115.2,35.2,主餐
原味鍋燒意麵 (1.7份),884.0,40.8,110.5,28.9,主餐
原味雞肉飯 (1.8份),936.0,48.6,118.8,30.6,主餐
原味魚排飯 (1.9份),1235.0,60.8,148.2,43.7,主餐
原味牛丼 (2.0份),1440.0,62.0,172.0,54.0,日式
原味親子丼 (0.6份),408.0,18.6,46.8,14.4,日式
原味豬排丼 (0.7份),546.0,23.8,57.4,23.8,日式
原味咖哩飯 (0.8份),560.0,16.0,70.4,21.6,日式
原味日式豬排飯 (0.9份),684.0,31.5,76.5,27.9,日式
原味壽司 (1.0份),300.0,10.0,54.0,5.0,日式
原味鮭魚壽司 (1.1份),363.0,16.5,55.0,8.8,日式
原味鮪魚壽司 (1.2份),372.0,19.2,60.0,7.2,日式
原味蝦壽司 (1.3份),377.0,16.9,67.6,5.2,日式
原味玉子燒 (1.4份),252.0,14.0,14.0,14.0,日式
原味味噌湯 (1.5份),82.5,6.0,7.5,3.0,湯品
原味茶碗蒸 (1.6份),176.0,14.4,6.4,9.6,日式
原味烤鯖魚 (1.7份),476.0,42.5,0.0,34.0,海鮮
原味烤鮭魚 (1.8份),432.0,45.0,0.0,27.0,海鮮
原味烤鯛魚 (1.9份),342.0,51.3,0.0,13.3,海鮮
原味清蒸鱈魚 (2.0份),300.0,54.0,0.0,8.0,海鮮
原味蝦仁 (0.6份),60.0,14.4,0.6,0.2,海鮮
原味透抽 (0.7份),77.0,12.6,2.1,1.4,海鮮
原味蛤蜊 (0.8份),64.0,10.4,3.2,1.2,海鮮
原味蚵仔 (0.9份),76.5,8.1,4.5,2.7,海鮮
原味鮪魚 (1.0份),130.0,29.0,0.0,1.0,海鮮
原味鯛魚 (1.1份),143.0,28.6,0.0,3.3,海鮮
原味鯖魚 (1.2份),252.0,24.0,0.0,16.8,海鮮
原味鯷魚 (1.3份),169.0,37.7,0.0,6.5,海鮮
原味雞胸肉 (1.4份),231.0,43.4,0.0,5.0,蛋白質
原味雞腿肉 (1.5份),330.0,37.5,0.0,19.5,蛋白質
原味雞翅 (1.6份),368.0,38.4,0.0,24.0,蛋白質
原味雞里肌 (1.7份),255.0,51.0,0.0,5.1,蛋白質
原味豬里肌 (1.8份),378.0,48.6,0.0,18.0,蛋白質
原味豬梅花 (1.9份),475.0,41.8,0.0,34.2,蛋白質
原味豬五花 (2.0份),780.0,28.0,0.0,74.0,蛋白質
原味牛里肌 (0.6份),126.0,16.8,0.0,6.0,蛋白質
原味牛腱 (0.7份),119.0,19.6,0.0,4.2,蛋白質
原味牛五花 (0.8份),264.0,14.4,0.0,22.4,蛋白質
原味羊肉 (0.9份),225.0,22.5,0.0,14.4,蛋白質
原味培根 (1.0份),540.0,37.0,1.0,42.0,加工肉
原味火腿 (1.1份),159.5,23.1,2.2,6.6,加工肉
原味香腸 (1.2份),384.0,14.4,6.0,33.6,加工肉
原味德國香腸 (1.3份),390.0,16.9,5.2,33.8,加工肉
原味熱狗 (1.4份),406.0,15.4,5.6,35.0,加工肉
原味雞肉香腸 (1.5份),330.0,24.0,6.0,22.5,加工肉
原味板豆腐 (1.6份),136.0,14.4,3.2,8.0,豆製品
原味嫩豆腐 (1.7份),93.5,8.5,3.4,5.1,豆製品
原味豆干 (1.8份),288.0,36.0,14.4,12.6,豆製品
原味毛豆 (1.9份),266.0,22.8,19.0,11.4,豆製品
原味黑豆 (2.0份),300.0,20.0,54.0,2.0,豆製品
原味鷹嘴豆 (0.6份),99.0,5.4,16.2,1.8,豆製品
原味紅豆 (0.7份),87.5,5.6,15.4,0.3,豆類
原味高麗菜 (0.8份),20.0,1.0,4.8,0.1,蔬菜
原味菠菜 (0.9份),20.7,2.6,3.2,0.4,蔬菜
原味青江菜 (1.0份),13.0,1.5,2.0,0.2,蔬菜
原味花椰菜 (1.1份),37.4,3.1,7.7,0.4,蔬菜
原味白花椰菜 (1.2份),30.0,2.4,6.0,0.4,蔬菜
原味空心菜 (1.3份),26.0,2.6,3.9,0.4,蔬菜
原味地瓜葉 (1.4份),42.0,4.2,7.0,0.4,蔬菜
